station,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,feel,date,time
EGAA,5.0,0.0,70.08,300.0,6.687772,0.0,0.756158,,6.21,,0.6,20220206,17:20
EGAA,5.0,1.0,75.33,300.0,7.71666,0.0,0.75692,,6.21,,0.3,20220206,17:50
EGAA,4.0,1.0,80.79,300.0,8.231104,0.0,0.757682,,6.21,,-1.2,20220206,18:20
EGAA,4.0,1.0,80.79,280.0,6.173328,0.0,0.75819,,6.21,,-0.5,20220206,18:50
EGAA,5.0,1.0,75.33,300.0,5.6588840000000005,0.0,0.758952,,6.21,,1.0,20220206,19:20
EGAA,4.0,2.0,86.79,310.0,6.687772,0.0,0.758952,,6.21,,-0.7,20220206,19:50
EGAA,4.0,2.0,86.79,320.0,8.231104,0.0,0.759714,,5.59,13.375544,-1.2,20220206,20:20
EGAA,4.0,2.0,86.79,310.0,5.6588840000000005,0.0,0.760476,,6.21,,-0.2,20220206,20:50
EGAA,3.0,2.0,93.14,300.0,3.601108,0.0,0.761238,,6.21,,-0.4,20220206,21:20
EGAA,3.0,1.0,86.69,270.0,4.115552,0.0,0.761238,,6.21,,-0.7,20220206,21:50
EGAA,3.0,1.0,86.69,270.0,4.115552,0.0,0.762,,6.21,,-0.7,20220206,22:20
EGAA,4.0,2.0,86.79,280.0,4.115552,0.0,0.762,,6.21,,0.5,20220206,22:50
EGAA,3.0,1.0,86.69,240.0,3.601108,0.0,0.762762,,6.21,,-0.4,20220206,23:20
EGAA,3.0,2.0,93.14,240.0,4.115552,0.0,0.763524,,6.21,,-0.7,20220206,23:50
EGAA,3.0,2.0,93.14,240.0,4.115552,0.0,0.763524,,6.21,,-0.7,20220207,00:20
EGAA,3.0,2.0,93.14,230.0,3.601108,0.0,0.7642859999999999,,6.21,,-0.4,20220207,00:50
EGAA,4.0,2.0,86.79,250.0,5.14444,0.0,0.7642859999999999,,6.21,,0.0,20220207,01:20
EGAA,4.0,2.0,86.79,210.0,3.086664,0.0,0.7642859999999999,,6.21,,1.2,20220207,01:50
EGAA,2.0,2.0,100.0,200.0,2.57222,0.0,0.7642859999999999,,6.21,,-0.7,20220207,02:20
EGAA,2.0,1.0,93.08,210.0,3.086664,0.0,0.7642859999999999,,6.21,,-1.2,20220207,02:50
EGAA,2.0,1.0,93.08,200.0,3.086664,0.0,0.7642859999999999,,6.21,,-1.2,20220207,03:20
EGAA,2.0,1.0,93.08,180.0,3.086664,0.0,0.7642859999999999,,6.21,,-1.2,20220207,03:50
EGAA,2.0,1.0,93.08,180.0,4.115552,0.0,0.7642859999999999,,6.21,,-1.9,20220207,04:20
EGAA,2.0,1.0,93.08,200.0,3.086664,0.0,0.7642859999999999,,6.21,,-1.2,20220207,04:50
EGAA,2.0,1.0,93.08,200.0,3.086664,0.0,0.7642859999999999,,6.21,,-1.2,20220207,05:20
EGAA,3.0,1.0,86.69,200.0,3.086664,0.0,0.7642859999999999,,6.21,,0.0,20220207,05:50
EGAA,4.0,2.0,86.79,200.0,3.601108,0.0,0.7642859999999999,,5.59,,0.9,20220207,06:20
EGAA,4.0,3.0,93.19,190.0,3.601108,0.0,0.7642859999999999,,4.35,,0.9,20220207,06:50
EGAA,4.0,3.0,93.19,180.0,4.115552,0.0,0.7642859999999999,,4.97,,0.5,20220207,07:20
EGAA,5.0,3.0,86.89,190.0,4.629996,0.0,0.7642859999999999,,5.59,,1.5,20220207,07:50
EGAA,5.0,4.0,93.24,180.0,4.629996,0.0,0.763524,,3.11,,1.5,20220207,08:20
EGAA,5.0,4.0,93.24,200.0,4.629996,0.0,0.7642859999999999,,6.21,,1.5,20220207,08:50
EGAA,6.0,5.0,93.3,160.0,2.057776,0.0,0.763524,,6.21,,4.5,20220207,09:20
EGAA,6.0,6.0,100.0,220.0,2.57222,0.0,0.7642859999999999,,6.21,,4.0,20220207,09:50
EGAA,7.0,6.0,93.35,220.0,4.629996,0.0,0.763524,,6.21,,4.0,20220207,10:20
EGAA,8.0,7.0,93.4,220.0,5.6588840000000005,0.0,0.763524,,6.21,,4.8,20220207,10:50
EGAA,9.0,8.0,93.45,230.0,6.687772,0.0,0.763524,,6.21,,5.7,20220207,11:20
EGAA,9.0,9.0,100.0,230.0,7.202216,0.0,0.763524,,6.21,,5.6,20220207,11:50
EGAA,11.0,8.0,81.74,240.0,7.71666,0.0,0.763524,,6.21,,11.0,20220207,12:20
EGAA,11.0,8.0,81.74,240.0,7.71666,0.0,0.762762,,6.21,,11.0,20220207,12:50
EGAA,11.0,8.0,81.74,240.0,8.231104,0.0,0.762762,,6.21,,11.0,20220207,13:20
EGAA,10.0,7.0,81.61,250.0,9.774436,0.0,0.762762,,6.21,,10.0,20220207,13:50
EGAA,10.0,7.0,81.61,240.0,6.687772,0.0,0.762762,,6.21,,10.0,20220207,14:20
EGAA,10.0,7.0,81.61,230.0,6.687772,0.0,0.762762,,6.21,,10.0,20220207,14:50
EGAA,10.0,7.0,81.61,230.0,7.71666,0.0,0.762,,6.21,,10.0,20220207,15:20
EGAA,10.0,7.0,81.61,230.0,7.202216,0.0,0.762,,6.21,,10.0,20220207,15:50
EGAA,10.0,7.0,81.61,230.0,6.687772,0.0,0.762762,,6.21,,10.0,20220207,16:20
EGAA,10.0,7.0,81.61,230.0,7.202216,0.0,0.762,,6.21,,10.0,20220207,16:50
EGAA,10.0,7.0,81.61,230.0,6.687772,0.0,0.762,,6.21,,10.0,20220207,17:20
EGAA,10.0,8.0,87.37,230.0,7.71666,0.0,0.762,,6.21,,10.0,20220207,17:50
EGAA,10.0,8.0,87.37,230.0,9.259992,0.0,0.762,,6.21,,10.0,20220207,18:20
EGAA,10.0,8.0,87.37,230.0,7.71666,0.0,0.762,,6.21,,10.0,20220207,18:50
EGAA,10.0,8.0,87.37,230.0,9.259992,0.0,0.762,,6.21,,10.0,20220207,19:20
EGAA,10.0,8.0,87.37,220.0,8.231104,0.0,0.762,,6.21,,10.0,20220207,19:50
EGAA,10.0,8.0,87.37,230.0,8.231104,0.0,0.762,,6.21,,10.0,20220207,20:20
EGAA,10.0,8.0,87.37,230.0,7.202216,0.0,0.762,,6.21,,10.0,20220207,20:50
EGAA,10.0,9.0,93.5,230.0,7.71666,0.0,0.762,,6.21,,10.0,20220207,21:20
EGAA,10.0,9.0,93.5,230.0,7.71666,0.0,0.762,,6.21,,10.0,20220207,21:50
EGAA,10.0,9.0,93.5,230.0,8.231104,0.0,0.762,,6.21,,10.0,20220207,22:20
EGAA,10.0,9.0,93.5,230.0,8.745548,0.0,0.762,,6.21,,10.0,20220207,22:50
EGAA,10.0,9.0,93.5,230.0,8.231104,0.0,0.761238,,6.21,,10.0,20220207,23:20
EGAA,10.0,9.0,93.5,230.0,7.71666,0.0,0.761238,,6.21,,10.0,20220207,23:50
EGAA,10.0,9.0,93.5,230.0,8.231104,0.0,0.761238,,6.21,,10.0,20220208,00:20
EGAA,10.0,9.0,93.5,260.0,9.259992,0.0,0.762,,2.24,,10.0,20220208,00:50
EGAA,9.0,8.0,93.45,280.0,6.173328,0.0,0.762,,3.73,,5.9,20220208,01:20
EGAA,9.0,8.0,93.45,280.0,8.231104,0.0,0.762762,,6.21,,5.3,20220208,01:50
EGAA,8.0,7.0,93.4,270.0,7.202216,0.0,0.762762,,6.21,,4.3,20220208,02:20
EGAA,8.0,7.0,93.4,260.0,5.6588840000000005,0.0,0.762762,,6.21,,4.8,20220208,02:50
EGAA,8.0,6.0,87.19,250.0,5.14444,0.0,0.762762,,6.21,,5.0,20220208,03:20
EGAA,8.0,6.0,87.19,240.0,4.115552,0.0,0.762762,,6.21,,5.5,20220208,03:50
EGAA,8.0,6.0,87.19,230.0,4.115552,0.0,0.762762,,6.21,,5.5,20220208,04:20
EGAA,8.0,7.0,93.4,240.0,4.629996,0.0,0.763524,,6.21,,5.2,20220208,04:50
EGAA,8.0,7.0,93.4,250.0,5.14444,0.0,0.763524,,6.21,,5.0,20220208,05:20
EGAA,8.0,7.0,93.4,260.0,5.6588840000000005,0.0,0.763524,,6.21,,4.8,20220208,05:50
EGAA,7.0,7.0,100.0,270.0,5.14444,0.0,0.763524,,6.21,,3.8,20220208,06:20
EGAA,7.0,7.0,100.0,280.0,5.14444,0.0,0.763524,,6.21,,3.8,20220208,06:50
EGAA,7.0,6.0,93.35,240.0,4.629996,0.0,0.7642859999999999,,6.21,,4.0,20220208,07:20
EGAA,7.0,5.0,87.09,230.0,4.115552,0.0,0.7642859999999999,,6.21,,4.2,20220208,07:50
EGAA,7.0,5.0,87.09,220.0,3.601108,0.0,0.7642859999999999,,6.21,,4.5,20220208,08:20
EGAA,7.0,5.0,87.09,240.0,4.115552,0.0,0.7642859999999999,,6.21,,4.2,20220208,08:50
EGAA,7.0,5.0,87.09,240.0,5.6588840000000005,0.0,0.7642859999999999,,6.21,,3.6,20220208,09:20
EGAA,7.0,5.0,87.09,240.0,4.629996,0.0,0.7642859999999999,,6.21,,4.0,20220208,09:50
EGAA,7.0,6.0,93.35,230.0,5.14444,0.0,0.7642859999999999,,6.21,,3.8,20220208,10:20
EGAA,7.0,6.0,93.35,240.0,4.629996,0.0,0.765048,,6.21,,4.0,20220208,10:50
EGAA,7.0,6.0,93.35,240.0,4.629996,0.0,0.7642859999999999,,6.21,,4.0,20220208,11:20
EGAA,8.0,6.0,87.19,250.0,6.173328,0.0,0.7642859999999999,,6.21,,4.6,20220208,11:50
EGAA,9.0,6.0,81.47,250.0,7.71666,0.0,0.7642859999999999,,6.21,,5.4,20220208,12:20
EGAA,9.0,5.0,76.01,250.0,6.687772,0.0,0.7642859999999999,,6.21,,5.7,20220208,12:50
EGAA,9.0,5.0,76.01,250.0,7.202216,0.0,0.7642859999999999,,6.21,,5.6,20220208,13:20
EGAA,9.0,5.0,76.01,250.0,6.173328,0.0,0.7642859999999999,,6.21,,5.9,20220208,13:50
EGAA,8.0,5.0,81.34,240.0,5.14444,0.0,0.763524,,6.21,,5.0,20220208,14:20
EGAA,8.0,5.0,81.34,240.0,5.14444,0.0,0.763524,,6.21,,5.0,20220208,14:50
EGAA,8.0,5.0,81.34,240.0,6.173328,0.0,0.763524,,6.21,,4.6,20220208,15:20
EGAA,8.0,5.0,81.34,240.0,6.687772,0.0,0.763524,,6.21,,4.5,20220208,15:50
EGAA,7.0,6.0,93.35,260.0,6.173328,0.0,0.763524,,2.17,,3.4,20220208,16:20
EGAA,6.0,6.0,100.0,260.0,5.14444,0.0,0.763524,,2.11,,2.5,20220208,16:50
EGAA,6.0,6.0,100.0,250.0,4.115552,0.0,0.763524,,6.21,,3.0,20220208,17:20
EGAA,7.0,6.0,93.35,250.0,4.629996,0.0,0.763524,,6.21,,4.0,20220208,17:50
EGAA,7.0,5.0,87.09,230.0,4.629996,0.0,0.763524,,6.21,,4.0,20220208,18:20
EGAA,7.0,5.0,87.09,220.0,4.629996,0.0,0.762762,,6.21,,4.0,20220208,18:50
EGAA,7.0,5.0,87.09,230.0,4.629996,0.0,0.762762,,6.21,,4.0,20220208,19:20
EGAA,7.0,5.0,87.09,220.0,5.14444,0.0,0.762762,,6.21,,3.8,20220208,19:50
EGAA,7.0,5.0,87.09,230.0,5.6588840000000005,0.0,0.762762,,6.21,,3.6,20220208,20:20
EGAA,7.0,5.0,87.09,230.0,6.173328,0.0,0.762762,,6.21,,3.4,20220208,20:50
EGAA,7.0,5.0,87.09,230.0,5.6588840000000005,0.0,0.762762,,6.21,,3.6,20220208,21:20
EGAA,7.0,5.0,87.09,230.0,6.173328,0.0,0.762762,,6.21,,3.4,20220208,21:50
EGAA,7.0,5.0,87.09,230.0,6.687772,0.0,0.762762,,6.21,,3.2,20220208,22:20
EGAA,6.0,5.0,93.3,230.0,5.6588840000000005,0.0,0.762762,,6.21,,2.3,20220208,22:50
EGAA,6.0,5.0,93.3,230.0,6.173328,0.0,0.762762,,6.21,,2.1,20220208,23:20
EGAA,6.0,5.0,93.3,240.0,6.687772,0.0,0.762762,,6.21,,1.9,20220208,23:50
EGAA,7.0,5.0,87.09,240.0,5.6588840000000005,0.0,0.762762,,6.21,,3.6,20220209,00:20
EGAA,6.0,5.0,93.3,230.0,5.6588840000000005,0.0,0.762762,,6.21,,2.3,20220209,00:50
EGAA,6.0,5.0,93.3,230.0,5.6588840000000005,0.0,0.762762,,6.21,,2.3,20220209,01:20
EGAA,6.0,5.0,93.3,240.0,5.6588840000000005,0.0,0.762762,,6.21,,2.3,20220209,01:50
EGAA,6.0,4.0,86.99,250.0,5.6588840000000005,0.0,0.762762,,6.21,,2.3,20220209,02:20
EGAA,6.0,4.0,86.99,260.0,6.173328,0.0,0.762762,,6.21,,2.1,20220209,02:50
EGAA,6.0,4.0,86.99,260.0,6.687772,0.0,0.762762,,6.21,,1.9,20220209,03:20
EGAA,5.0,3.0,86.89,260.0,6.687772,0.0,0.762762,,6.21,,0.6,20220209,03:50
EGAA,5.0,3.0,86.89,260.0,6.687772,0.0,0.762762,,6.21,,0.6,20220209,04:20
EGAA,5.0,3.0,86.89,250.0,6.173328,0.0,0.762762,,6.21,,0.8,20220209,04:50
EGAA,5.0,2.0,80.93,250.0,5.6588840000000005,0.0,0.762762,,6.21,,1.0,20220209,05:20
EGAA,5.0,3.0,86.89,250.0,6.687772,0.0,0.763524,,6.21,,0.6,20220209,05:50
EGAA,5.0,3.0,86.89,250.0,5.14444,0.0,0.763524,,6.21,,1.2,20220209,06:20
EGAA,5.0,2.0,80.93,250.0,6.687772,0.0,0.763524,,6.21,,0.6,20220209,06:50
EGAA,5.0,2.0,80.93,240.0,6.687772,0.0,0.763524,,6.21,,0.6,20220209,07:20
EGAA,4.0,2.0,86.79,240.0,6.687772,0.0,0.763524,,6.21,,-0.7,20220209,07:50
EGAA,4.0,2.0,86.79,260.0,8.231104,0.0,0.7642859999999999,,6.21,,-1.2,20220209,08:20
EGAA,3.0,1.0,86.69,260.0,6.173328,0.0,0.7642859999999999,,6.21,,-1.7,20220209,08:50
EGAA,4.0,1.0,80.79,250.0,6.173328,0.0,0.7642859999999999,,6.21,,-0.5,20220209,09:20
EGAA,4.0,1.0,80.79,250.0,6.173328,0.0,0.7642859999999999,,6.21,,-0.5,20220209,09:50
EGAA,4.0,1.0,80.79,240.0,5.6588840000000005,0.0,0.765048,,6.21,,-0.2,20220209,10:20
EGAA,5.0,2.0,80.93,250.0,7.202216,0.0,0.765048,,6.21,,0.4,20220209,10:50
EGAA,5.0,2.0,80.93,240.0,7.71666,0.0,0.765048,,6.21,,0.3,20220209,11:20
EGAA,5.0,2.0,80.93,250.0,7.71666,0.0,0.765048,,6.21,,0.3,20220209,11:50
EGAA,6.0,2.0,75.5,250.0,7.202216,0.0,0.765048,,6.21,,1.7,20220209,12:20
EGAA,6.0,1.0,70.28,260.0,7.202216,0.0,0.7642859999999999,,6.21,,1.7,20220209,12:50
EGAA,5.0,1.0,75.33,250.0,7.71666,0.0,0.7642859999999999,,6.21,,0.3,20220209,13:20
EGAA,5.0,2.0,80.93,260.0,8.231104,0.0,0.7642859999999999,,6.21,,0.1,20220209,13:50
EGAA,4.0,2.0,86.79,290.0,6.687772,0.0,0.7642859999999999,,6.21,,-0.7,20220209,14:20
EGAA,4.0,2.0,86.79,260.0,6.687772,0.0,0.7642859999999999,,6.21,,-0.7,20220209,14:50
EGAA,5.0,1.0,75.33,260.0,6.687772,0.0,0.7642859999999999,,6.21,,0.6,20220209,15:20
EGAA,5.0,1.0,75.33,260.0,7.71666,0.0,0.7642859999999999,,6.21,,0.3,20220209,15:50
EGAA,4.0,1.0,80.79,260.0,6.173328,0.0,0.7642859999999999,,6.21,,-0.5,20220209,16:20
EGAA,5.0,0.0,70.08,250.0,7.202216,0.0,0.7642859999999999,,6.21,,0.4,20220209,16:50
EGAA,4.0,0.0,75.16,240.0,6.173328,0.0,0.7642859999999999,,6.21,,-0.5,20220209,17:20
EGAA,3.0,1.0,86.69,240.0,5.14444,0.0,0.7642859999999999,,6.21,,-1.3,20220209,17:50
EGAA,4.0,1.0,80.79,240.0,4.115552,0.0,0.7642859999999999,,6.21,,0.5,20220209,18:20
EGAA,4.0,1.0,80.79,230.0,5.14444,0.0,0.7642859999999999,,6.21,,0.0,20220209,18:50
EGAA,4.0,1.0,80.79,230.0,6.173328,0.0,0.7642859999999999,,6.21,,-0.5,20220209,19:20
EGAA,3.0,0.0,80.65,240.0,6.173328,0.0,0.7642859999999999,,6.21,,-1.7,20220209,19:50
EGAA,3.0,0.0,80.65,230.0,5.6588840000000005,0.0,0.7642859999999999,,6.21,,-1.5,20220209,20:20
EGAA,3.0,1.0,86.69,230.0,4.629996,0.0,0.7642859999999999,,6.21,,-1.0,20220209,20:50
EGAA,3.0,1.0,86.69,230.0,6.173328,0.0,0.7642859999999999,,6.21,,-1.7,20220209,21:20
EGAA,3.0,1.0,86.69,230.0,6.173328,0.0,0.763524,,6.21,,-1.7,20220209,21:50
EGAA,2.0,0.0,86.59,240.0,6.173328,0.0,0.763524,,6.21,,-3.0,20220209,22:20
EGAA,2.0,0.0,86.59,220.0,5.6588840000000005,0.0,0.763524,,6.21,,-2.8,20220209,22:50
EGAA,2.0,1.0,93.08,230.0,5.6588840000000005,0.0,0.763524,,6.21,,-2.8,20220209,23:20
EGAA,2.0,0.0,86.59,230.0,6.173328,0.0,0.763524,,6.21,,-3.0,20220209,23:50
EGAA,2.0,0.0,86.59,230.0,6.173328,0.0,0.763524,,6.21,,-3.0,20220210,00:20
EGAA,2.0,0.0,86.59,240.0,7.202216,0.0,0.763524,,6.21,,-3.4,20220210,00:50
EGAA,2.0,0.0,86.59,240.0,6.687772,0.0,0.763524,,6.21,,-3.2,20220210,01:20
EGAA,1.0,0.0,93.03,260.0,6.173328,0.0,0.763524,,6.21,,-4.3,20220210,01:50
EGAA,1.0,0.0,93.03,240.0,6.687772,0.0,0.762762,,6.21,,-4.5,20220210,02:20
EGAA,2.0,0.0,86.59,230.0,6.173328,0.0,0.762762,,6.21,,-3.0,20220210,02:50
EGAA,1.0,0.0,93.03,240.0,5.6588840000000005,0.0,0.762762,,6.21,,-4.0,20220210,03:20
EGAA,1.0,0.0,93.03,230.0,5.6588840000000005,0.0,0.762762,,6.21,,-4.0,20220210,03:50
EGAA,1.0,0.0,93.03,240.0,8.231104,0.0,0.762762,,1.68,,-5.1,20220210,04:20
EGAA,1.0,0.0,93.03,230.0,6.173328,0.0,0.762762,,6.21,,-4.3,20220210,04:50
EGAA,1.0,0.0,93.03,230.0,5.6588840000000005,0.0,0.762762,,6.21,,-4.0,20220210,05:20
EGAA,1.0,0.0,93.03,230.0,6.173328,0.0,0.762762,,6.21,,-4.3,20220210,05:50
EGAA,1.0,0.0,93.03,230.0,7.202216,0.0,0.762762,,6.21,,-4.7,20220210,06:20
EGAA,1.0,0.0,93.03,230.0,6.173328,0.0,0.762762,,6.21,,-4.3,20220210,06:50
EGAA,1.0,0.0,93.03,230.0,6.173328,0.0,0.762762,,6.21,,-4.3,20220210,07:20
EGAA,1.0,0.0,93.03,230.0,7.202216,0.0,0.762762,,6.21,,-4.7,20220210,07:50
EGAA,1.0,0.0,93.03,230.0,6.173328,0.0,0.763524,,6.21,,-4.3,20220210,08:20
EGAA,1.0,0.0,93.03,230.0,5.14444,0.0,0.763524,,6.21,,-3.8,20220210,08:50
EGAA,2.0,0.0,86.59,230.0,5.6588840000000005,0.0,0.763524,,6.21,,-2.8,20220210,09:20
EGAA,2.0,0.0,86.59,230.0,6.687772,0.0,0.763524,,6.21,,-3.2,20220210,09:50
EGAA,3.0,1.0,86.69,230.0,6.687772,0.0,0.763524,,6.21,,-2.0,20220210,10:20
EGAA,4.0,2.0,86.79,260.0,10.28888,0.0,0.763524,,6.21,,-1.8,20220210,10:50
EGAA,5.0,2.0,80.93,260.0,10.803324,0.0,0.763524,,6.21,,-0.6,20220210,11:20
EGAA,4.0,2.0,86.79,270.0,10.803324,0.0,0.7642859999999999,,6.21,,-2.0,20220210,11:50
EGAA,4.0,2.0,86.79,260.0,8.745548,0.0,0.7642859999999999,,6.21,,-1.4,20220210,12:20
EGAA,4.0,2.0,86.79,260.0,8.231104,0.0,0.7642859999999999,,6.21,,-1.2,20220210,12:50
EGAA,5.0,3.0,86.89,260.0,8.231104,0.0,0.7642859999999999,,6.21,,0.1,20220210,13:20
EGAA,5.0,3.0,86.89,270.0,7.202216,0.0,0.765048,,6.21,,0.4,20220210,13:50
EGAA,5.0,3.0,86.89,280.0,6.173328,0.0,0.765048,,6.21,,0.8,20220210,14:20
EGAA,5.0,2.0,80.93,310.0,6.173328,0.0,0.765048,,6.21,,0.8,20220210,14:50
EGAA,5.0,3.0,86.89,280.0,6.173328,0.0,0.7658099999999999,,6.21,,0.8,20220210,15:20
EGAA,5.0,2.0,80.93,300.0,7.202216,0.0,0.7658099999999999,,6.21,,0.4,20220210,15:50
EGAA,5.0,2.0,80.93,270.0,6.687772,0.0,0.7658099999999999,,6.21,,0.6,20220210,16:20
EGAA,5.0,2.0,80.93,280.0,7.71666,0.0,0.7665719999999999,,6.21,,0.3,20220210,16:50
EGAA,4.0,1.0,80.79,290.0,7.202216,0.0,0.7665719999999999,,6.21,,-0.9,20220210,17:20
EGAA,4.0,1.0,80.79,290.0,6.173328,0.0,0.767334,,6.21,,-0.5,20220210,17:50
EGAA,4.0,1.0,80.79,280.0,5.6588840000000005,0.0,0.767334,,6.21,,-0.2,20220210,18:20
EGAA,4.0,1.0,80.79,280.0,5.6588840000000005,0.0,0.7680959999999999,,6.21,,-0.2,20220210,18:50
EGAA,3.0,2.0,93.14,270.0,4.629996,0.0,0.7680959999999999,,6.21,,-1.0,20220210,19:20
EGAA,3.0,1.0,86.69,270.0,5.6588840000000005,0.0,0.7680959999999999,,6.21,,-1.5,20220210,19:50
EGAA,2.0,1.0,93.08,270.0,4.115552,0.0,0.7688579999999999,,6.21,,-1.9,20220210,20:20
EGAA,3.0,1.0,86.69,240.0,3.601108,0.0,0.7688579999999999,,6.21,,-0.4,20220210,20:50
EGAA,3.0,2.0,93.14,260.0,3.086664,0.0,0.7688579999999999,,6.21,,0.0,20220210,21:20
EGAA,2.0,0.0,86.59,250.0,2.57222,0.0,0.7688579999999999,,6.21,,-0.7,20220210,21:50
EGAA,2.0,0.0,86.59,190.0,2.57222,0.0,0.76962,,6.21,,-0.7,20220210,22:20
EGAA,1.0,0.0,93.03,200.0,3.086664,0.0,0.76962,,6.21,,-2.4,20220210,22:50
EGAA,2.0,1.0,93.08,220.0,2.57222,0.0,0.7703819999999999,,6.21,,-0.7,20220210,23:20
EGAA,2.0,1.0,93.08,220.0,1.543332,0.0,0.7703819999999999,,6.21,,0.4,20220210,23:50
EGAA,1.0,1.0,100.0,210.0,2.057776,0.0,0.7703819999999999,,6.21,,-1.4,20220211,00:20
EGAA,1.0,0.0,93.03,180.0,2.057776,0.0,0.7703819999999999,,6.21,,-1.4,20220211,00:50
EGAA,1.0,0.0,93.03,180.0,2.057776,0.0,0.7703819999999999,,6.21,,-1.4,20220211,01:20
EGAA,1.0,0.0,93.03,190.0,2.057776,0.0,0.7703819999999999,,6.21,,-1.4,20220211,01:50
EGAA,1.0,0.0,93.03,190.0,2.57222,0.0,0.7711439999999999,,6.21,,-1.9,20220211,02:20
EGAA,1.0,1.0,100.0,200.0,2.57222,0.0,0.7711439999999999,,6.21,,-1.9,20220211,02:50
EGAA,1.0,1.0,100.0,220.0,2.57222,0.0,0.7711439999999999,,6.21,,-1.9,20220211,03:20
EGAA,1.0,1.0,100.0,220.0,2.57222,0.0,0.7711439999999999,,6.21,,-1.9,20220211,03:50
EGAA,0.0,0.0,100.0,,1.028888,0.0,0.7711439999999999,,6.21,,0.0,20220211,04:20
EGAA,0.0,0.0,100.0,160.0,2.57222,0.0,0.7711439999999999,,6.21,,-3.1,20220211,04:50
EGAA,0.0,0.0,100.0,190.0,2.57222,0.0,0.7711439999999999,,6.21,,-3.1,20220211,05:20
EGAA,0.0,-1.0,92.97,160.0,1.543332,0.0,0.7711439999999999,,6.21,,-1.8,20220211,05:50
EGAA,0.0,-1.0,92.97,170.0,3.086664,0.0,0.7711439999999999,,6.21,,-3.6,20220211,06:20
EGAA,0.0,-1.0,92.97,180.0,2.57222,0.0,0.7711439999999999,,6.21,,-3.1,20220211,06:50
EGAA,-1.0,-2.0,92.92,150.0,1.543332,0.0,0.7711439999999999,,6.21,,-3.0,20220211,07:20
EGAA,-1.0,-2.0,92.92,170.0,2.057776,0.0,0.7711439999999999,,6.21,,-3.7,20220211,07:50
EGAA,-1.0,-2.0,92.92,160.0,1.543332,0.0,0.7711439999999999,,6.21,,-3.0,20220211,08:20
EGAA,0.0,-1.0,92.97,210.0,2.57222,0.0,0.7711439999999999,,6.21,,-3.1,20220211,08:50
EGAA,1.0,0.0,93.03,190.0,2.57222,0.0,0.7711439999999999,,6.21,,-1.9,20220211,09:20
EGAA,2.0,0.0,86.59,190.0,3.086664,0.0,0.7711439999999999,,6.21,,-1.2,20220211,09:50
EGAA,2.0,0.0,86.59,190.0,3.601108,0.0,0.7711439999999999,,6.21,,-1.6,20220211,10:20
EGAA,3.0,0.0,80.65,200.0,4.629996,0.0,0.7711439999999999,,6.21,,-1.0,20220211,10:50
EGAA,4.0,1.0,80.79,190.0,3.601108,0.0,0.7703819999999999,,6.21,,0.9,20220211,11:20
EGAA,5.0,1.0,75.33,200.0,4.629996,0.0,0.7703819999999999,,6.21,,1.5,20220211,11:50
EGAA,5.0,1.0,75.33,200.0,5.6588840000000005,0.0,0.7703819999999999,,6.21,,1.0,20220211,12:20
EGAA,6.0,2.0,75.5,210.0,5.6588840000000005,0.0,0.76962,,6.21,,2.3,20220211,12:50
EGAA,7.0,1.0,65.61,210.0,7.202216,0.0,0.7688579999999999,,6.21,,3.0,20220211,13:20
EGAA,7.0,2.0,70.48,200.0,6.687772,0.0,0.7688579999999999,,6.21,,3.2,20220211,13:50
EGAA,6.0,2.0,75.5,200.0,7.202216,0.0,0.7680959999999999,,6.21,,1.7,20220211,14:20
EGAA,6.0,2.0,75.5,190.0,5.14444,0.0,0.7680959999999999,,6.21,,2.5,20220211,14:50
EGAA,7.0,2.0,70.48,200.0,6.687772,0.0,0.767334,,6.21,,3.2,20220211,15:20
EGAA,7.0,2.0,70.48,200.0,6.687772,0.0,0.7665719999999999,,6.21,,3.2,20220211,15:50
EGAA,7.0,2.0,70.48,190.0,6.173328,0.0,0.7665719999999999,,6.21,,3.4,20220211,16:20
EGAA,6.0,2.0,75.5,190.0,6.173328,0.0,0.7658099999999999,,6.21,11.317768000000001,2.1,20220211,16:50
EGAA,6.0,2.0,75.5,190.0,6.173328,0.0,0.765048,,6.21,,2.1,20220211,17:20
EGAA,7.0,2.0,70.48,180.0,6.687772,0.0,0.765048,,6.21,,3.2,20220211,17:50
EGAA,6.0,2.0,75.5,180.0,7.202216,0.0,0.7642859999999999,,6.21,12.346656,1.7,20220211,18:20
EGAA,6.0,2.0,75.5,190.0,8.231104,0.0,0.7642859999999999,,6.21,,1.4,20220211,18:50
EGAA,6.0,3.0,81.07,190.0,9.259992,0.0,0.763524,,6.21,,1.1,20220211,19:20
EGAA,6.0,3.0,81.07,200.0,8.745548,0.0,0.763524,,6.21,,1.2,20220211,19:50
EGAA,6.0,3.0,81.07,190.0,9.774436,0.0,0.762762,,6.21,15.43332,1.0,20220211,20:20
EGAA,6.0,3.0,81.07,200.0,9.259992,0.0,0.762,,6.21,14.404432,1.1,20220211,20:50
EGAA,7.0,3.0,75.68,200.0,9.774436,0.0,0.762,,6.21,14.918876000000001,2.3,20220211,21:20
EGAA,7.0,3.0,75.68,200.0,9.774436,0.0,0.761238,,6.21,15.43332,2.3,20220211,21:50
